"Title","Author","Price","Sales Rank","Genre/Theme","Published Month","Published Year","Mean_Polarity","Mean_Subjectivity"
"Knuffle Bunny Free","Mo Willems",18.99,7837,"Juvenile Fiction","Sep",2010,0.133333333333333,0.25
"#VERYFAT #VERYBRAVE","Nicole Byer",19.99,7842,"Humor","Jun",2020,0.16,0.437037037037037
"The Scarlet Letter","Nathaniel Hawthorne",8,7850,"Fiction","Dec",2015,0.0681818181818182,0.227272727272727
"The Trumpet of the Swan 50th Anniversary","E B White",7.99,7851,"Juvenile Fiction","Sep",2020,0,0
"Jane on Her Own","Ursula K Le Guin",5.99,7854,"Juvenile Fiction","Apr",2003,0,0
"Wayward Son","Rainbow Rowell",19.99,7856,"Young Adult Fiction","Sep",2019,0.114404761904762,0.414404761904762
"The Lost Stone","Jordan Quinn",5.99,7860,"Juvenile Fiction","Apr",2014,0,0
"Captain Underpants and the Terrifying Return of Tippy Tinkletrousers (Captain Underpants #9)","Dav Pilkey",9.99,7861,"Juvenile Fiction","Aug",2012,0.191666666666667,0.466666666666667
"The Deep & Dark Blue","Niki Smith",12.99,7862,"Juvenile Fiction","Jan",2020,0.14205266955267,0.279244829244829
"Dig","A S King",12.99,7864,"Young Adult Fiction","Jun",2020,0.141025398212898,0.453635230510231
"Moleskine Classic Notebook, Large, Ruled, Red, Hard Cover (5 x 8.25)","Moleskine",19.95,7871,"Stationery","Aug",2008,0,0
"The End of White Politics","Zerlina Maxwell",27,7878,"Political Science","Jul",2020,0.121264515907373,0.235104445818732
"The Oldest Student","Rita Lorraine Hubbard",17.99,7882,"Juvenile Nonfiction","Jan",2020,0.295679012345679,0.53641975308642
"Rainbow Fish Board Book","Marcus Pfister",9.95,7885,"Juvenile Nonfiction","Jun",2001,0,0
"Wolfpack (Young Readers Edition)","Abby Wambach",16.99,7887,"Juvenile Nonfiction","Oct",2020,0,0
"The Bell in the Lake","Lars Mytting",27,7888,"Fiction","Sep",2020,0.278131613756614,0.469285714285714
"Aurora Rising","Amie Kaufman",10.99,7889,"Young Adult Fiction","Apr",2020,0.116666666666667,0.216666666666667
"Percy Jackson and the Olympians Sea of Monsters, The","Rick Riordan",12.99,7897,"Juvenile Fiction","Jul",2013,0,0
"The Kissing Hand","Audrey Penn",17.99,7898,"Juvenile Fiction","Oct",1993,0,0
"In Other Words","Jhumpa Lahiri",16,7899,"Travel","Feb",2017,0.320117382617383,0.57026307026307
"The Other Bennet Sister","Janice Hadlow",27.99,7904,"Fiction","Mar",2020,0.305325480571016,0.505909434480863
"Gravity Falls","Alex Hirsch",19.99,7908,"Juvenile Fiction","Jul",2016,0.122348484848485,0.387037037037037
"Moonshot","Brian Floca",19.99,7909,"Juvenile Nonfiction","Apr",2019,0.197727272727273,0.442424242424242
"You're Not Listening","Kate Murphy",26,7910,"Self-Help","Jan",2020,0.240375481000481,0.427733391336332
"Speaking of Summer","Kalisha Buckhanon",16.95,7913,"Fiction","Jul",2020,0.0309755291005291,0.446534391534392
"Big Game","Stuart Gibbs",8.99,7915,"Fiction","Oct",2016,0.187911255411255,0.316380772005772
"St. Lucy's Home for Girls Raised by Wolves","Karen Russell",16,7918,"Fiction","Aug",2007,0.176388888888889,0.285833333333333
"The Evil Princess vs. the Brave Knight","Jennifer L Holm",4.99,7925,"Juvenile Fiction","Jul",2020,0,0
"Start with a Scribble","Quentin Blake",19.95,7929,"Art","Aug",2020,0.339569805194805,0.547833994708995
"The Penguin Book of Modern Speeches","Brian MacArthur",20,7930,"History","Dec",2019,0.0520833333333333,0.260416666666667
"Nuestra America","Sabrina Vourvoulias",17.99,7944,"Juvenile Nonfiction","Sep",2020,0,0
"Into the Water","Paula Hawkins",16,7947,"Fiction","May",2018,0.0841190168638325,0.533489827504804
"The Taste of Sugar","Marisel Vera",26.95,7948,"Fiction","Jun",2020,0.192031926406926,0.408822601010101
"Love","Matt de la Pena",17.99,7949,"Juvenile Fiction","Jan",2018,0.262140442507791,0.498400136161375
"The Girls","Emma Cline",17,7955,"Fiction","May",2017,0.253765812890813,0.487529501362835
"Homerooms and Hall Passes","Tom O'Donnell",7.99,7960,"Juvenile Fiction","Sep",2020,0.206964121736849,0.562389424548515
"Hilda and the Black Hound","Luke Pearson",10.99,7962,"Juvenile Fiction","Aug",2017,0.229171549604242,0.538051491777453
"You Belong","Sebene Selassie",27.99,7964,"Philosophy","Aug",2020,0.240757575757576,0.523762626262626
"A Mercy","Toni Morrison",15.95,7965,"Fiction","Aug",2009,0.284761696815889,0.57010917824134
"Uni the Unicorn and the Dream Come True","Amy Krouse Rosenthal",8.99,7967,"Juvenile Fiction","Jun",2019,0.207918035030104,0.555652709359606
"A Star Is Bored","Byron Lane",26.99,7969,"Fiction","Jul",2020,0.167893144866829,0.591844315528526
"Angle of Repose","Wallace Stegner",17,7970,"Fiction","Nov",2014,0.479513888888889,0.571180555555556
"The Adventures of Beekle","Dan Santat",18.99,7973,"Juvenile Fiction","Apr",2014,0.151866883116883,0.261976911976912
"The Paper Kingdom","Helena Ku Rhee",17.99,7976,"Juvenile Fiction","Feb",2020,0.275198412698413,0.609920634920635
"Pride and Prejudice","Jane Austen",18,7977,"Fiction","Aug",2009,0.0636363636363636,0.145454545454545
"No Place for Monsters","Kory Merritt",14.99,7982,"Juvenile Fiction","Sep",2020,-0.0174825851393189,0.550106873690465
"Encyclopedia Brown and the Case of the Secret Pitch","Donald J Sobol",5.99,7983,"Juvenile Fiction","Sep",2007,0,0
"Acceptance","Jeff VanderMeer",15,7984,"Fiction","Sep",2014,0.143567134786079,0.479353520013458
"Big Nate","Lincoln Peirce",9.99,7997,"Juvenile Fiction","Feb",2017,0.130766293891294,0.307731782106782
"My Favorite Thing Is Monsters","Emil Ferris",39.99,8000,"Comics & Graphic Novels","Feb",2017,0,0
"A Sport and a Pastime","James Salter",15,8001,"Fiction","Aug",2006,0.307272727272727,0.390909090909091
"Dandelion","Gabbie Hanna",17.99,8005,"Poetry","Oct",2020,0,0
"Shrill","Lindy West",16,8006,"Social Science","Feb",2017,0.210056469302303,0.424880811780812
"The Path to Power","Robert A Caro",22,8007,"History","Feb",1990,0.160731691919192,0.376083333333333
"The American Story","David M Rubenstein",30,8009,"History","Oct",2019,0.225786097582973,0.471727881493506
"My Best Friend","Julie Fogliano",17.99,8021,"Juvenile Fiction","Mar",2020,0.270010330578512,0.504545782500328
"America's Racial Karma","Larry Ward",12.95,8022,"Philosophy","Sep",2020,0.105012651821862,0.43832264957265
"A Portrait of the Artist as a Young Man","James Joyce",18,8024,"Fiction","May",2016,0.104583333333333,0.255555555555556
"Super Fly Guy (Scholastic Reader, Level 2)","Tedd Arnold",3.99,8025,"Juvenile Fiction","May",2009,0,0
"The Golem and the Jinni","Helene Wecker",16.99,8026,"Fiction","Dec",2013,0.250381616489571,0.540567156959202
"On Being Human","Jennifer Pastiloff",17,8027,"Health & Fitness","Jun",2020,0.182280362596297,0.520863024338299
"Northanger Abbey","Jane Austen",8,8033,"Fiction","Sep",2007,0,0
"Legendary Children","Tom Fitzgerald",17,8036,"History","Mar",2020,0.225463392427678,0.38830408678623
"My Name Is Lucy Barton","Elizabeth Strout",17,8043,"Fiction","Oct",2016,0.162448099189171,0.462466201126915
"Claudia and Mean Janine (The Baby-sitters Club, 7)","Ann M Martin",6.99,8046,"Juvenile Fiction","Jun",2020,0,0
"A Gold Star for Zog","Julia Donaldson",18.99,8050,"Juvenile Fiction","Jul",2012,0.217222222222222,0.528888888888889
"The Moon Keeper","Zosienka",17.99,8051,"Juvenile Fiction","Mar",2020,0.15102380952381,0.500476190476191
"The Happy Man and His Dump Truck","Miryam",4.99,8059,"Juvenile Fiction","Jan",2005,0,0
"10","Ben Lerner",17,8061,"Fiction","Oct",2015,0.259609197687655,0.574344021817426
"Princess Truly #2","Kelly Greenawalt",4.99,8062,"Juvenile Fiction","Dec",2019,0.249080086580087,0.59070423623995
"Dark Age","Pierce Brown",17,8067,"Fiction","Apr",2020,0.107611111111111,0.362767676767677
"My Life as a Villainess","Laura Lippman",18.99,8071,"Literary Collections","Aug",2020,0.196331569664903,0.534550264550265
"Timmy Failure","Stephan Pastis",7.99,8077,"Juvenile Fiction","Apr",2016,0.110935325328081,0.460823326767929
"Optic Nerve","Maria Gainza",16.95,8093,"Fiction","May",2020,0.175705529319166,0.30198217565263
"Doggie Gets Scared","Leslie Patricelli",7.99,8096,"Juvenile Fiction","Sep",2020,0.1375,0.2125
"Happy Like This","Ashley Wurzbacher",17,8101,"Fiction","Oct",2019,0.164223837756446,0.463950451722191
"The Fire Keeper (A Storm Runner Novel, Book 2)","J C Cervantes",16.99,8104,"Juvenile Fiction","Sep",2019,0.0728888888888889,0.191555555555556
"Philosopher of the Heart","Clare Carlisle",30,8106,"Philosophy","May",2020,0.216643873802965,0.493382110313928
"Pete's a Pizza Board Book","William Steig",7.99,8108,"Juvenile Fiction","Aug",2003,0,0
"Check, Please! Book 1","Ngozi Ukazu",16.99,8110,"Young Adult Fiction","Sep",2018,0.186521284271284,0.447960317460317
"Puppy Problems","Paige Braddock",12.99,8112,"Juvenile Fiction","Sep",2020,0,0
"The Reptile Room","Lemony Snicket",13.99,8113,"Juvenile Fiction","Feb",2000,0,0
"Alligator vs. Python (Who Would Win?)","Jerry Pallotta",4.99,8117,"Juvenile Nonfiction","Sep",2020,0,0
"Star Wars","Amy Ignatow",12.99,8129,"Juvenile Fiction","Sep",2019,0.0562962962962963,0.103703703703704
"If You're Reading This, It's Too Late","Pseudonymous Bosch",9.99,8133,"Juvenile Fiction","Sep",2009,0,0
"Live Beautiful","Athena Calderone",40,8135,"Design","Mar",2020,0.373375109738746,0.672308524808525
"That Kind of Mother","Rumaan Alam",16.99,8136,"Fiction","Feb",2019,0.290765337356246,0.564274509160873
"Pass the Ball, Mo!","David A Adler",4.99,8138,"Juvenile Fiction","Jan",2019,0.127489177489177,0.565095049877659
"Baby Shark","Pinkfong",4.99,8141,"Juvenile Fiction","Sep",2020,0,0
"Beware the Werewolf","Andres Miedoso",5.99,8142,"Juvenile Fiction","Oct",2020,0,0
"Stay Gold","Tobly McSmith",18.99,8143,"Young Adult Fiction","May",2020,0.1,0.45
"The Log from the Sea of Cortez","John Steinbeck",18,8145,"Science","Nov",1995,0,0
"The Emissary","Yoko Tawada",14.95,8148,"Fiction","Apr",2018,0.0583195592286501,0.485614685363738
"Butcher's Crossing","John Williams",16.95,8152,"Fiction","Jan",2007,0.136897873555016,0.321014024071167
"Vertigo","W G Sebald",16.95,8153,"Fiction","Nov",2016,0.175473405736564,0.421091617933723
"The Last Black Unicorn","Tiffany Haddish",16,8155,"Biography & Autobiography","Jan",2019,0.272861092611093,0.575174880674881
"The Dark Dark","Samantha Hunt",15,8158,"Fiction","Jul",2017,0.196795623358123,0.498216112591113
"Long Story Short","Lisa Brown",14.95,8159,"Humor","Apr",2020,0.199791666666667,0.453333333333333
"Greek to Me","Mary Norris",15.95,8165,"Language Arts & Disciplines","Apr",2020,0.336974189951463,0.438667453758363
"The Door","Magda Szabo",16.95,8171,"Fiction","Jan",2015,0.155495241530956,0.496624665017522
"More Than a Woman","Caitlin Moran",16.99,8176,"Social Science","Sep",2020,0.114730113636364,0.349492243867244
"Hand-Me-Down Magic #1","Corey Ann Haydu",5.99,8177,"Juvenile Fiction","Jun",2020,0.328832193690148,0.617000620381302
"City at the Edge of Forever","Peter Lunenfeld",28,8184,"Social Science","Aug",2020,0.172572624743677,0.369277170198223
"Bringing Down the Duke","Evie Dunmore",15,8187,"Fiction","Sep",2019,0.311712537723509,0.521123924838658
"Inheritance","Taylor Johnson",18.95,8188,"Poetry","Nov",2020,0.0848657024793388,0.298605371900826
"Whose Story Is This?","Rebecca Solnit",15.95,8197,"Social Science","Sep",2019,0.170745920745921,0.420571095571096
"The Fact of a Body","Alexandria Marzano-Lesnevich",17.99,8198,"Family & Relationships","May",2018,0.301259920634921,0.513324829931973
"My Antonia","Willa Cather",10,8199,"Fiction","Mar",2018,0.227777777777778,0.555555555555555
"Stories for Boys Who Dare to Be Different 2","Ben Brooks",16.99,8206,"Juvenile Nonfiction","Oct",2020,0,0
"Emergency Contact","Mary H K Choi",10.99,8207,"Young Adult Fiction","Apr",2019,0.0397005772005772,0.659253246753247
"How to Potty Train a Dinosaur","Alycia Pace",8.99,8213,"Juvenile Fiction","Apr",2020,0,0
"The Hollow Ones","Guillermo del Toro",28,8220,"Fiction","Jun",2020,0,0
"Count Luna","Alexander Lernet-Holenia",16.95,8223,"Fiction","Aug",2020,0.273978174603175,0.69593253968254
"A New Class (Star Wars","Jarrett J Krosoczka",12.99,8232,"Juvenile Fiction","Jul",2016,0,0
"No One Is Too Small to Make a Difference Deluxe Edition","Greta Thunberg",22,8239,"Nature","Oct",2020,0.347484827264239,0.627474323062558
"Sweetbitter","Stephanie Danler",16,8246,"Fiction","Apr",2017,0.255703068860964,0.429689973768921
"Charged","Emily Bazelon",18,8248,"Law","May",2020,0.13980178964554,0.388263779045029
"Truth Bomb","Abigail Crompton",34.95,8255,"Art","Oct",2020,0,0
"Native Country of the Heart","Cherrie Moraga",17,8260,"Biography & Autobiography","Apr",2020,0.021327973520956,0.306169346410574
"Stranger Faces","Namwali Serpell",15.95,8261,"Philosophy","Oct",2020,0.188583854417188,0.402745081197462
"Sheila Rae, the Brave","Kevin Henkes",7.99,8265,"Juvenile Fiction","Apr",1996,0,0
"Bad Kitty","Nick Bruel",6.99,8267,"Juvenile Fiction","Jan",2016,0.0880272108843538,0.443469387755102
"True Crimes and Misdemeanors","Jeffrey Toobin",30,8272,"Law","Aug",2020,0.0902913059163059,0.197341720779221
"In the Lateness of the World","Carolyn Forche",24,8280,"Poetry","Mar",2020,0.0415401552470518,0.196863337811614
"I Am Malala","Malala Yousafzai",17.99,8291,"Biography & Autobiography","Jun",2015,0.13922900496939,0.285387492849031
"The Cactus League","Emily Nemens",27,8297,"Fiction","Feb",2020,0.180552837558652,0.373798696996371
"Hide and Seeker","Daka Hermon",17.99,8300,"Juvenile Fiction","Sep",2020,0,0
"The Silence of the Girls","Pat Barker",16.95,8301,"Fiction","Aug",2019,0.345959203839639,0.65156691134952
"The Husband's Secret","Liane Moriarty",16,8304,"Fiction","Mar",2015,0.385624882364013,0.637197675512893
"The Last Firehawk #5","Katrina Charman",5.99,8305,"Juvenile Fiction","Jan",2019,0,0
"Magdalena","Wade Davis",30,8307,"Travel","Sep",2020,0.141017142579643,0.494608965381024
"SprawlBall","Kirk Goldsberry",17.99,8311,"Sports & Recreation","Oct",2020,0.112452206602331,0.344228362621663
"The Great Gatsby","F Scott Fitzgerald",20,8313,"Fiction","Jun",2020,0.0604166666666667,0.2
"All in a Day","Cynthia Rylant",8.95,8314,"Juvenile Fiction","May",2017,0,0
"Dancing at the Pity Party","Tyler Feder",18.99,8315,"Young Adult Nonfiction","Apr",2020,0.0402958152958153,0.446753246753247
"In the Valley","Ron Rash",26.95,8322,"Fiction","Aug",2020,0.2075,0.480599206349206
"Danbi Leads the School Parade","Anna Kim",17.99,8324,"Juvenile Fiction","Jul",2020,0.144065656565657,0.329570707070707
"First, Wear a Face Mask","Philip M Tierno",9.99,8332,"Health & Fitness","Sep",2020,-0.0313311688311688,0.249729437229437
"Some Trick","Helen DeWitt",15.95,8333,"Fiction","Oct",2019,0.268360805860806,0.68507326007326
"The Bone Clocks","David Mitchell",18,8335,"Fiction","Jun",2015,0.282964530509173,0.53118861517671
"Mister Shivers","Max Brallier",4.99,8341,"Juvenile Fiction","Sep",2019,-0.25,0.7
"Death Comes for the Archbishop","Willa Cather",15,8344,"Fiction","Jun",1990,0.241609848484848,0.510643939393939
"Claudia and the New Girl (The Baby-sitters Club #12)","Ann M Martin",6.99,8350,"Juvenile Nonfiction","Nov",2020,0,0
"Pinkalicious","Victoria Kann",4.99,8354,"Juvenile Fiction","Jun",2010,0.138194444444444,0.258333333333333
"The Joy Luck Club","Amy Tan",16,8357,"Fiction","Sep",2006,0.333607313738893,0.61713716108453
"Guantanamo Voices","Sarah Mirk",24.99,8358,"Biography & Autobiography","Sep",2020,-0.140833333333333,0.561666666666667
"Extremely Loud and Incredibly Close","Jonathan Safran Foer",16.99,8359,"Fiction","Apr",2006,0,0
"Scorpionfish","Natalie Bakopoulos",16.95,8363,"Fiction","Jul",2020,0.193242521367521,0.415678418803419
"Happy in Our Skin","Fran Manushkin",16.99,8365,"Juvenile Nonfiction","Aug",2015,0.351751893939394,0.589036195286195
"Moo","Sharon Creech",6.99,8369,"Juvenile Fiction","Aug",2017,0.106,0.477944444444444
"Thank You, Bees","Toni Yuly",8.99,8371,"Juvenile Fiction","Mar",2020,0.20465367965368,0.552597402597403
"Who Would Win? Tyrannosaurus Rex vs. Velociraptor","Jerry Pallotta",3.99,8382,"Juvenile Nonfiction","Jan",2016,0,0
"Zahav","Michael Solomonov",35,8397,"Cooking","Oct",2015,0.152910052910053,0.345509469219787
"Frederick Douglass","Frank Murphy",4.99,8398,"Juvenile Nonfiction","Dec",2019,0,0
"The Ungrateful Refugee","Dina Nayeri",16.95,8403,"Social Science","Sep",2020,0.0975424112924113,0.482033527172416
"We Love You, Charlie Freeman","Kaitlyn Greenidge",15.95,8409,"Fiction","Jan",2017,0.237224466566572,0.499657150841361
"Tiki","Shannon Mustipher",29.95,8412,"Cooking","Mar",2019,0.155425571504519,0.354074029771398
"Our Dogs, Ourselves","Alexandra Horowitz",18,8414,"Nature","Aug",2020,0.218854166666667,0.418080357142857
"The Secret Wisdom of Nature","Peter Wohlleben",24.95,8415,"Nature","Mar",2019,0.169895021645022,0.539924377705628
"Rainy Day Unicorn Fun","Dana Simpson",9.99,8417,"Comics & Graphic Novels","Sep",2017,0,0
"Paul Takes the Form of a Mortal Girl","Andrea Lawlor",16.95,8428,"Fiction","Apr",2019,0.142345457122243,0.401627241805813
"All My Mother's Lovers","Ilana Masad",27,8432,"Fiction","May",2020,0.120735313475698,0.512094534738766
"The Nicomachean Ethics","Aristotle",17,8433,"Philosophy","Aug",2020,0,0
"Catland","Sarah Archer",19.95,8437,"Pets","Aug",2020,0,0
"The Way of Zen","Alan Watts",16,8438,"Self-Help","Jan",1999,0.219444444444444,0.344444444444444
"Sourdough","Sarah Owens",35,8439,"Cooking","Nov",2015,0.290128823080212,0.54951530336947
"Arias","Sharon Olds",18.95,8445,"Poetry","Oct",2019,0.178138528138528,0.389699855699856
"No Time to Spare","Ursula K Le Guin",14.99,8447,"Biography & Autobiography","Jan",2019,0.157778778339189,0.474533653951587
"Are You My Mother?","Alison Bechdel",16.99,8450,"Psychology","Apr",2013,0.205470072255787,0.510157213817928
"Three Little Truths","Eithne Shortall",17,8451,"Fiction","Oct",2020,0.0958998822814612,0.496775283567264
"Big Dirty Money","Jennifer Taub",28,8453,"Political Science","Sep",2020,0.0157809211910774,0.375273202636484
"On Revolution","Hannah Arendt",18,8456,"History","Sep",2006,0.169345238095238,0.257142857142857
"The Death of Truth","Michiko Kakutani",16,8464,"History","Aug",2019,0.173926911976912,0.413082828282828
"The Largesse of the Sea Maiden","Denis Johnson",17,8466,"Fiction","Jan",2019,0.16546973386462,0.438704926702086
"Perfect Tunes","Emily Gould",26,8468,"Fiction","Apr",2020,0.264689896160484,0.559447892793481
"Thirst","Mary Oliver",16,8470,"Poetry","Sep",2007,0.150943362193362,0.407264911014911
"From Here to Equality","William A Darity Jr",28,8475,"History","Apr",2020,0.125591372912801,0.367734745413317
"Who Was Jackie Robinson?","Gail Herman",5.99,8481,"Juvenile Nonfiction","Dec",2010,0,0
"The Living is Easy","Dorothy West",19.95,8482,"Fiction","Nov",2020,0.175470693327836,0.488593417164846
"Raised in Captivity","Chuck Klosterman",18,8484,"Social Science","Jul",2020,0.167734847411187,0.477176221182918
"School of Good and Evil #2 A World Without Princes","Soman Chainani",8.99,8485,"Juvenile Fiction","Sep",2018,0,0
"Satantango","Laszlo Krasznahorkai",15.95,8495,"Fiction","Dec",2013,-0.0524966931216931,0.520684523809524
"Monster","Walter Dean Myers",10.99,8499,"Young Adult Fiction","Mar",2019,0.137839646464646,0.655736652236652
"Barefoot Books World Atlas Sticker Book","David Dean",12.99,8509,"Juvenile Nonfiction","Jan",2019,0,0
"Animalium","Jenny Broom",35,8510,"Juvenile Nonfiction","Sep",2014,0.277672158088825,0.501003086419753
"Muse Squad","Chantel Acevedo",16.99,8514,"Juvenile Fiction","Jul",2020,0.42370365688031,0.702579947600609
"The Young Elites","Marie Lu",11.99,8520,"Young Adult Fiction","Aug",2015,0.164814597167538,0.385082270670506
"Strange Birds","Celia C Perez",8.99,8525,"Juvenile Fiction","Sep",2020,0.253855890841185,0.457544032764621
"Sunflowers Pocket-sized Coilbound Decomposition Book","michael Roger Inc",5,8526,"Reference","Nov",2017,0,0
"Critical Role","Role Critical",19.99,8529,"Games & Activities","Aug",2020,0,0
"Gravity's Rainbow (Classics Deluxe Edition)","Thomas Pynchon",23,8535,"Fiction","Oct",2006,0,0
"Monstrous Tales","Sija Hong",24.95,8539,"Fiction","Sep",2020,0.4,0.375
"2021 The World of Maira Kalman Engagement Calendar","Workman Calendars",19.99,8540,"Art","Jun",2020,0,0
"Real Men Knit","Kwana Jackson",16,8544,"Fiction","May",2020,0.34723063973064,0.632545695045695
"Hop on Pop","Dr Seuss",6.99,8546,"Juvenile Fiction","Apr",2015,0.0675,0.0991666666666667
"Calling a Wolf a Wolf","Kaveh Akbar",16.95,8549,"Poetry","Sep",2017,0.169363939393939,0.417170909090909
"October","China Mieville",18.95,8552,"Political Science","May",2018,0.231670747655123,0.447178120490621
"Horse Crazy","Sarah Maslin Nir",28,8557,"Sports & Recreation","Aug",2020,0.276047309833024,0.5817804576376
"All the Pieces Matter","Jonathan Abrams",18,8561,"Social Science","Feb",2019,0.341590221947365,0.506775922490208
"The Year of Billy Miller","Kevin Henkes",7.99,8566,"Juvenile Fiction","May",2015,0.204300421800422,0.487323648573649
"Wild Milk","Sabrina Orah Mark",16,8571,"Fiction","Oct",2018,0.217405788655789,0.469820908258408
"Happy Hanukkah, Pout-Pout Fish","Dan Hanna",5.99,8572,"Juvenile Fiction","Sep",2020,0,0
"Grumpy Monkey Party Time!","Suzanne Lang",17.99,8577,"Juvenile Fiction","Oct",2019,0,0
"Decoding the World","Po Bronson",30,8580,"Science","Oct",2020,0.0825436179981635,0.346397497704316
"Girls to the Front","Sara Marcus",16.99,8584,"Social Science","Sep",2010,0.169527867965368,0.438970877607241
"Welcome to the Party","Gabrielle Union",18.99,8594,"Juvenile Fiction","May",2020,0,0
"Captain Underpants & Wrath of Wicked Wedgie Woman","Dav Pilkey",5.99,8598,"Juvenile Fiction","Sep",2001,0.191666666666667,0.466666666666667
"The Book of Unknown Americans","Cristina Henriquez",15,8604,"Fiction","Mar",2015,0.210144032921811,0.613333333333333
"The Barbuto Cookbook","Jonathan Waxman",40,8609,"Cooking","Sep",2020,0.242549487549488,0.61545325045325
"My Favorite Color","Aaron Becker",15.99,8611,"Juvenile Fiction","Sep",2020,0.204078329078329,0.635289016539017
"Drop It, Rocket! (Step Into Reading, Step 1)","Tad Hills",4.99,8613,"Juvenile Fiction","Jul",2014,0,0
"Figure It Out","Wayne Koestenbaum",16.95,8616,"Literary Collections","May",2020,0.254590118584789,0.615801931022374
"Well-Read Black Girl","Glory Edim",20,8617,"Literary Collections","Oct",2018,0.128811449793593,0.340453987150416
"A Baby's Gift","Margaret Wise Brown",15.99,8618,"Juvenile Fiction","Sep",2014,0,0
"The Falcon Thief","Joshua Hammer",26,8631,"Travel","Feb",2020,0.149073655812786,0.398377564464521
"Catherine's War","Julia Billet",12.99,8633,"Juvenile Fiction","Jan",2020,0.0821759259259259,0.341872427983539
"Science Comics","Kyla Vanderklugt",12.99,8643,"Juvenile Nonfiction","Mar",2020,0.215906544435956,0.375218360071301
"Autumn Light","Pico Iyer",16,8648,"Biography & Autobiography","Mar",2020,0.201231962481962,0.443115800865801
"The Food of Sichuan","Fuchsia Dunlop",40,8652,"Cooking","Oct",2019,0.273776223776224,0.479254079254079
"What It Means When a Man Falls from the Sky","Lesley Nneka Arimah",16,8653,"Fiction","Apr",2018,0.238943194257849,0.554360295632105
"The Best American Essays 2019","Rebecca Solnit",15.99,8660,"Literary Collections","Oct",2019,0.222222222222222,0.222222222222222
"A Rogue of One's Own","Evie Dunmore",16,8662,"Fiction","Sep",2020,0.247368583797155,0.513269428983715
"Bold & Brave","Kirsten Gillibrand",18.99,8665,"Juvenile Nonfiction","Nov",2018,0,0
"Brooklyn","Colm Toibin",16,8668,"Fiction","Mar",2010,0,0
"Ivy and Bean Take the Case (Book 10)","Annie Barrows",5.99,8672,"Juvenile Fiction","Aug",2014,0,0
"Too Much and Not the Mood","Durga Chew-Bose",16,8673,"Poetry","Apr",2017,0.177728746947497,0.487800928403607
"Essential Ottolenghi [Special Edition, Two-Book Boxed Set]","Yotam Ottolenghi",50,8676,"Cooking","Nov",2019,0,0
"Chirri & Chirra, On The Town","Kaya Doi",16.95,8681,"Juvenile Fiction","Jan",2020,-0.0416666666666667,0.391666666666667
"Lubna and Pebble","Wendy Meddour",17.99,8691,"Juvenile Fiction","Mar",2019,0.0643589743589744,0.403553113553114
"Unicorn Bowling (Phoebe and Her Unicorn Series Book 9)","Dana Simpson",9.99,8694,"Juvenile Fiction","Apr",2019,0,0
"Moana's New Friend (Disney Moana)","Jennifer Liberts",5.99,8696,"Juvenile Fiction","Jul",2019,0,0
"Paint by Sticker Kids","Workman Publishing",9.95,8697,"Crafts & Hobbies","Sep",2019,0,0
"Junie B. Jones #4","Barbara Park",4.99,8700,"Juvenile Fiction","May",1994,0.111418269230769,0.256267806267806
"Helter Skelter","Vincent Bugliosi",16.95,8715,"Fiction","Dec",2001,0.434343434343434,0.412626262626263
"Vernon Subutex 2","Virginie Despentes",17,8716,"Fiction","Jul",2020,0.153400793650794,0.387313492063492
"Happy Birthday, Little Pookie","Sandra Boynton",5.99,8723,"Juvenile Fiction","Aug",2017,0,0
"Sleepover Party!","Katharine Holabird",4.99,8728,"Juvenile Fiction","Aug",2020,0,0
"On Booze","F Scott Fitzgerald",10.95,8729,"Fiction","Jun",2011,0.293831168831169,0.530925324675325
"Sempre Susan","Sigrid Nunez",17,8732,"Biography & Autobiography","Oct",2014,0.295105041157673,0.49718691396323
"Rust","Eliese Colette Goldbach",27.99,8734,"Religion","Mar",2020,0.150044238547528,0.457690750996672
"Not That Bad","Roxane Gay",16.99,8739,"Family & Relationships","May",2018,0.103430555555556,0.413744658119658
"Zaitoun","Yasmin Khan",29.95,8758,"Cooking","Feb",2019,0.41454107400536,0.583020511234797
"The Friend Zone","Abby Jimenez",14.99,8759,"Fiction","Jun",2019,0.125918713418713,0.333819288819289
"Paper Girls, Volume 3","Brian K Vaughan",12.99,8761,"Fiction","Aug",2017,0,0
"The Great Santa Stakeout","Betsy Bird",17.99,8765,"Juvenile Fiction","Sep",2019,0.161419037311894,0.277495619459905
"Peanut Goes for the Gold","Jonathan Van Ness",18.99,8767,"Juvenile Fiction","Mar",2020,0.258181818181818,0.537272727272727
"Sense and Sensibility","Jane Austen",6.95,8780,"Fiction","Sep",2007,0.333333333333333,0.333333333333333
"Lullaby Lake","Katrina Charman",5.99,8784,"Juvenile Fiction","Jul",2018,0.242897727272727,0.562784090909091
"Japan","Nancy Singleton Hachisu",49.95,8786,"Travel","Apr",2018,0.207679924242424,0.389179748894423
"The Return","Rachel Harrison",16,8788,"Fiction","Oct",2020,-0.0398550708550709,0.530850686350686
"Run Me to Earth","Paul Yoon",26,8799,"Fiction","Jan",2020,0.110400315990594,0.395048500881834
"Fantastic Tales","Iginio Ugo Tarchetti",20,8812,"Fiction","Sep",2020,0.136922479402318,0.429677593911465
